"基本数量ＩＤ","数量タイプ","単位","総数量","１Ｆ","２Ｆ","３Ｆ","Ｂ１Ｆ","Ｂ２Ｆ"
"クリアタイプ竪格子ＥＸ２バルコニー（木調）腰壁長さ","実数","Ｍ","0","","","","",""
"クリアタイプ竪格子ＥＸ２バルコニー（隣接配置用）（木調）腰壁長さ","実数","Ｍ","0","","","","",""
"クリアタイプ横格子ＥＸ２バルコニー（木調）腰壁長さ","実数","Ｍ","0","","","","",""
"クリアタイプ横格子ＥＸ２バルコニー（隣接配置用）（木調）腰壁長さ","実数","Ｍ","0","","","","",""
"下屋／外壁接触長（水平）　釉Ｃフラット・釉Ｃマウント・釉Ｃプレーン・スーパートライ１１０タイプⅠ＿Ａ２　ＨＳ請負202101価格保証拡大","実数","ｍ","5.9","5.9","0","0","",""
"クリアタイプ横格子ＥＸ２バルコニー（木調）箇所数","実数","ケ所","0","","","","",""
"クリアタイプ横格子ＥＸ２バルコニー（木調）腰壁面積","実数","Ｍ２","0","","","","",""
"クリアタイプ横格子ＥＸ２段差有バルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"クリアタイプ横格子ＥＸ２単純段差バルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"クリアタイプ横格子ＥＸ２単純段差フルフラットバルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"クリアタイプ横格子ＥＸ２段差有バルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"クリアタイプ横格子ＥＸ２単純段差バルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"クリアタイプ横格子ＥＸ２単純段差フルフラットバルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"クリアタイプ横格子ＥＸ２バルコニー（隣接配置用）（木調）箇所数","実数","ケ所","0","","","","",""
"クリアタイプ横格子ＥＸ２バルコニー（隣接配置用）（木調）腰壁面積","実数","Ｍ２","0","","","","",""
"支柱格子タイプ屋上バルコニーＳ（木調）手摺長さ","実数","Ｍ","0","","","","",""
"支柱格子タイプ屋上バルコニーＳ（木調）手摺端部","実数","ケ所","0","","","","",""
"支柱格子タイプ屋上バルコニーＳ（木調）箇所数","実数","ケ所","0","","","","",""
"ハイウォール竪格子ＥＸＴタイプバルコニー（木調）腰壁長さ","実数","Ｍ","0","","","","",""
"ハイウォール竪格子ＥＸＴタイプバルコニー（木調）箇所数","実数","ケ所","0","","","","",""
"ハイウォール竪格子ＥＸＴタイプバルコニー（木調）腰壁面積","実数","Ｍ２","0","","","","",""
"ハイウォール竪格子ＥＸＴタイプ段差有バルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"ハイウォール竪格子ＥＸＴタイプ単純段差バルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"ハイウォール竪格子ＥＸＴタイプ単純段差フルフラットバルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"ハイウォール竪格子ＥＸＴタイプ段差有バルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"ハイウォール竪格子ＥＸＴタイプ単純段差バルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"ハイウォール竪格子ＥＸＴタイプ単純段差フルフラットバルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"ハイウォール竪格子タイプバルコニー（木調）腰壁長さ","実数","Ｍ","0","","","","",""
"ハイウォール竪格子タイプバルコニー（木調）箇所数","実数","ケ所","0","","","","",""
"ハイウォール竪格子タイプバルコニー（木調）腰壁面積","実数","Ｍ２","0","","","","",""
"ハイウォール竪格子タイプ段差有バルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"ハイウォール竪格子タイプ段差有バルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"段差有バルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"段差有バルコニー（木調）床面積","実数","Ｍ２","0","","","","",""
"段差有バルコニー（木調）床箇所数","実数","ケ所","0","","","","",""
"段差有バルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"単純段差バルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"単純段差バルコニー（木調）床面積","実数","Ｍ２","0","","","","",""
"単純段差バルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"単純段差バルコニー（木調）床箇所数","実数","ケ所","0","","","","",""
"単純段差フルフラットバルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"単純段差フルフラットバルコニー（木調）床面積","実数","Ｍ２","0","","","","",""
"単純段差フルフラットバルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"単純段差フルフラットバルコニー（木調）床箇所数","実数","ケ所","0","","","","",""
"支柱バルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"支柱バルコニー（木調）床面積","実数","Ｍ２","0","","","","",""
"支柱バルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"支柱バルコニー（木調）床箇所数","実数","ケ所","0","","","","",""
"１階バルコニー（木調）床周長","実数","Ｍ","0","","","","",""
"１階バルコニー（木調）床面積","実数","Ｍ２","0","","","","",""
"１階バルコニー（木調）立上り長さ","実数","Ｍ","0","","","","",""
"１階バルコニー（木調）床箇所数","実数","ケ所","0","","","","",""
"床暖房面積","実数","Ｍ２","0","","","","",""
"パナソニック乗用３人乗りメゾハートＶＳ２ヶ所停止用","実数","ケ所","0","","","","",""
"パナソニック乗用３人乗りメゾハートＶＳ３ヶ所停止用","実数","ケ所","0","","","","",""
"パナソニック乗用３人乗りメゾハートＶＳ４ヶ所停止用","実数","ケ所","0","","","","",""
"下がり天井１５０（設備室・共用廊下用）面積","実数","Ｍ２","0","","","","",""
"天カセエアコン防湿ボックス箇所数","実数","ケ所","0","","","","",""
"バルコニー床仕上材＜ﾏｯｸｽﾄﾝ＞割り肌125面積","実数","Ｍ２","0","","","","",""
"バルコニー床仕上材（マックストン割り肌１２５）床周長","実数","Ｍ","0","","","","",""
"エアロハス換気コントローラ部品箇所数","実数","ケ所","1","1","0","0","",""
"ＨＥＰＡ＋換気コントローラ部品箇所数","実数","ケ所","0","","","","",""
"戸建部屋総数","実数","ケ所","24","12","12","0","",""
"賃貸部屋総数","実数","ケ所","0","","","","",""
"共用部部屋面積","実数","Ｍ２","0","","","","",""
"タイル見切縁（現場調達）長さ","実数","Ｍ","0","","","","",""
"太陽光パネル（据置タイプ）（施主支給）面積","実数","Ｍ２","0","","","","",""
"太陽光パネル（屋根材兼用タイプ）（施主支給）面積","実数","Ｍ２","0","","","","",""
"太陽光パネル（据置タイプ）（施主支給）箇所数","実数","ケ所","0","","","","",""
"太陽光パネル（屋根材兼用タイプ）（施主支給）箇所数","実数","ケ所","0","","","","",""
"ソーラー京セラガルバリウムルーフ２１０ｋＷ箇所数","実数","ケ所","0","","","","",""
"電気床暖房（現調）床下げ領域","実数","Ｍ２","0","","","","",""
"電気床暖房（現調）床下げ範囲周長","実数","Ｍ","0","","","","",""
"壁貫通キット箇所数","実数","ケ所","0","","","","",""
"給水（スケルトン仕様）箇所数","実数","ケ所","0","","","","",""
"汚水（スケルトン仕様）箇所数","実数","ケ所","0","","","","",""
"部平壁際長さ（フラット屋根）202201展開","実数","ｍ","0","0","0","0","",""
"雑排水（スケルトン仕様）箇所数","実数","ケ所","0","","","","",""
"太陽光パネル（据置タイプ）（施主支給）ハーフ面積","実数","Ｍ２","0","","","","",""
"太陽光パネル（屋根材兼用タイプ）（施主支給）ハーフ面積","実数","Ｍ２","0","","","","",""
"切妻棟違い　面戸／屋根接触長　ＮＰ202201展開","実数","ｍ","0","0","0","0","",""
"太陽光パネル（据置タイプ）（施主支給）ハーフ箇所数","実数","ケ所","0","","","","",""
"太陽光パネル（屋根材兼用タイプ）（施主支給）ハーフ箇所数","実数","ケ所","0","","","","",""
"ガレージシャッター長さ","実数","Ｍ","0","","","","",""
"ガレージシャッター箇所数","実数","ケ所","0","","","","",""
"切妻棟違い　面戸／屋根接触長　ＨＳ請負202201展開","実数","ｍ","0","0","0","0","",""
"出入・腰窓Ｗ１３５以上箇所数","実数","ケ所","4","1","3","0","",""
"蓄電池Ｓ箇所数","実数","ケ所","0","","","","",""
"アンテナ支線金具（勾配屋根用）一式202304展開","実数","式","1","1","0","0","",""
"蓄電池Ｔ箇所数","実数","ケ所","0","","","","",""
"アンテナ支線金具（勾配屋根用）一式202304展開【差分追加】","実数","式","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）３ヶ所停止用","実数","ケ所","0","","","","",""
"アンテナ支線金具（勾配屋根用）一式202304展開【合算】","実数","式","1","1","0","0","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）４ヶ所停止用","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）５ヶ所停止用","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）６ヶ所停止用","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）７ヶ所停止用","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）８ヶ所停止用","実数","ケ所","0","","","","",""
"段違い屋根本体境界部調整202201展開","実数","㎡","3.4","0","3.4","0","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）９ヶ所停止用","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）３ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）４ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）５ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）６ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）７ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）８ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"三菱１１人乗りＡＸＩＥＺ（遮煙機能付）９ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ３ヶ所停止用","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ４ヶ所停止用","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ５ヶ所停止用","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ６ヶ所停止用","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ７ヶ所停止用","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ８ヶ所停止用","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ９ヶ所停止用","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ３ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ４ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ５ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ６ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ７ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ８ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"東芝１１人乗りスペーセルＧＲ９ヶ所停止用中間階止","実数","ケ所","0","","","","",""
"引違窓・ワイド片引網戸箇所数","実数","ケ所","0","0","0","0","",""
"壁掛屋外パワコンＭ箇所数","実数","ケ所","0","","","","",""
"壁掛屋外パワコンＮ箇所数","実数","ケ所","0","","","","",""
"壁掛屋外パワコンＯ箇所数","実数","ケ所","0","","","","",""
"壁掛屋外パワコンＰ箇所数","実数","ケ所","0","","","","",""
"屋外パワコンＫ箇所数","実数","ケ所","0","","","","",""
"屋外パワコンＬ箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ遮音間仕切壁長さ","実数","Ｍ","0","","","","",""
"下がり天井（エアロハスＭ用）箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（下階）5箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（下階）6箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（下階）7箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（下階）10箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（下階）11箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（下階）12箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（下階）13箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（下階）14箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（上階）5箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（上階）6箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（上階）7箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（上階）10箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（上階）11箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（上階）12箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ分岐数（上階）13箇所数","実数","ケ所","0","","","","",""
"１階竪樋ヵ所数　Ｓ１５202110展開","実数","ケ所","1","1","0","0","",""
"エアロハスＭ分岐数（上階）14箇所数","実数","ケ所","0","","","","",""
"エアロハスＭ空調ユニット箇所数","実数","ケ所","0","","","","",""
"タイルキラテックＥＸ屋外Ｕ階段集合箇所数","実数","ケ所","0","","","","",""
"２階本体竪樋ヵ所数　Ｓ１５（４ヵ所以下の時）202110展開","実数","ケ所","4","4","0","0","",""
"タイルキラテックＬＢ屋外Ｕ階段集合箇所数","実数","ケ所","0","","","","",""
"タイルキラテックＬＢ（通し目地）屋外Ｕ階段集合箇所数","実数","ケ所","0","","","","",""
"タイルキラテックＬＳＳ屋外Ｕ階段集合箇所数","実数","ケ所","0","","","","",""
"タイルキラテックＬＳ屋外Ｕ階段集合箇所数","実数","ケ所","0","","","","",""
"タイルキラテックスタイリッシュ屋外Ｕ階段集合箇所数","実数","ケ所","0","","","","",""
"タイルキラテックＨＧ屋外Ｕ階段集合箇所数","実数","ケ所","0","","","","",""
"タイル５０二丁屋外Ｕ階段集合箇所数","実数","ケ所","0","","","","",""
"片開きＭＢ扉箇所数","実数","ケ所","0","","","","",""
"親子扉ＭＢ扉箇所数","実数","ケ所","0","","","","",""
"タイルキラテックＥＸ市松貼面積","実数","Ｍ２","0","","","","",""
"タイルキラテックＥＸ市松出隅長さ","実数","Ｍ","0","","","","",""
"タイルキラテックＥＸ市松入隅長さ","実数","Ｍ","0","","","","",""
"タイルキラテックＥＸ市松屋外Ｕ階段集合箇所数","実数","ケ所","0","","","","",""
"屋内ＨＡＬＰＬＵＳルミノス貼面積","実数","Ｍ２","0","","","","",""
"屋内ＨＡＬＰＬＵＳパストラーノ貼面積","実数","Ｍ２","0","","","","",""
"屋内ＨＡＬＰＬＵＳサイモン貼面積","実数","Ｍ２","0","","","","",""
"屋内ＨＡＬＰＬＵＳ寂雅楽Ⅱ貼面積","実数","Ｍ２","0","","","","",""
"屋内ＨＡＬＰＬＵＳ部分貼長さ","実数","Ｍ","0","","","","",""
"独立袖壁長さ","実数","Ｍ","0","","","","",""
"規格内ビルサッシ箇所数","実数","ケ所","0","","","","",""
"規格外ビルサッシ箇所数","実数","ケ所","0","","","","",""
"規格内フロントサッシ箇所数","実数","ケ所","0","","","","",""
"規格外フロントサッシ箇所数","実数","ケ所","0","","","","",""
"規格内特定防火設備箇所数","実数","ケ所","0","","","","",""
"規格外特定防火設備箇所数","実数","ケ所","0","","","","",""
"規格内特防丁番開きドア箇所数","実数","ケ所","0","","","","",""
"規格外特防丁番開きドア箇所数","実数","ケ所","0","","","","",""
"規格内特防丁番開きドア袖ＦＩＸ箇所数","実数","ケ所","0","","","","",""
